"rater","rating","language","category","list","study","filename","ideophone"
"N026",1.9,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N032",2.7,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N037",1.6,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N039",1.9,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N042",4.1,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N046",1.4,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N049",3,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N050",1,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N054",3.7,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N056",2.6,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N060",1.4,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N067",1.7,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N069",3.5,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N074",1.5,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N077",1.5,"Semai","Shape","D","Language","semai_35_shape","ɟrpɒɒs"
"N002",5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N007",5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N008",4.4,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N015",4.8,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N020",4.1,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N026",5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N032",3.7,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N037",4.4,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N039",3.7,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N042",5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N046",4.7,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N049",5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N050",4.8,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N054",3.9,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N056",5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N060",4.1,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N067",3.9,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N069",3.5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N074",4.5,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N077",3,"Semai","Sound","D","Language","semai_27_sound","reŋŋŋ"
"N002",5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N007",4,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N008",4.5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N015",1.6,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N020",3.1,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N026",5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N032",3.9,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N037",4.5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N039",4.1,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N042",5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N046",4.3,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N049",5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N050",4.7,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N054",5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N056",4.5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N060",3.8,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N067",1,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N069",2.5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N074",1.9,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N077",2.5,"Japanese","Sound","D","Language","japanese_10_sound","pon"
"N002",2.5,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N007",1,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N008",4,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N015",1,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N020",3.3,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N026",1.7,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N032",3.8,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N037",2.4,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N039",3.2,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N042",1.5,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N046",4.2,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N049",2.1,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N050",1,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N054",2,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N056",2.4,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N060",4.3,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N067",2,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N069",3,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N074",3.7,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N077",1,"Japanese","Texture","D","Language","japanese_19_texture","sarasara"
"N002",3.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N007",3.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N008",4.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N015",1,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N020",1.8,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N026",2.7,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N032",3.2,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N037",2.4,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N039",2.6,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N042",2.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N046",4,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N049",4.4,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N050",1.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N054",2.1,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N056",3.4,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N060",3.4,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N067",3.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N069",4.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N074",3.5,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N077",3,"Japanese","Motion","D","Language","japanese_22_motion","kyutto"
"N002",2.5,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N007",4,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N008",3.1,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N015",2.9,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N020",4.1,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N026",1.9,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N032",3.8,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N037",1.6,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N039",3.7,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N042",3.7,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N046",2.5,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N049",4,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N050",1,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N054",3.5,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N056",2.7,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N060",2.9,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N067",2.9,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N069",4.1,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N074",4,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N077",2,"Japanese","Shape","D","Language","japanese_36_shape","sura-to"
"N002",1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N007",2,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N008",3.5,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N015",1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N020",3.1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N026",1.4,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N032",4.1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N037",3.5,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N039",3.1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N042",3.1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N046",1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N049",4.5,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N050",1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N054",2.2,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N056",2.5,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N060",4.3,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N067",3.1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N069",3,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N074",1.1,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N077",2.5,"Japanese","ColorVisual","D","Language","japanese_43_color",NA
"N002",2.6,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N007",2,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N008",1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N015",1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N020",2.6,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N026",2.4,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N032",2.1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N037",2.3,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N039",2,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N042",2.1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N046",1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N049",2.9,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N050",1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N054",2,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N056",2.6,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N060",1.7,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N067",2.6,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N069",1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N074",1,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N077",1.5,"Japanese","Sound","D","Language","japanese_11_sound","zaa zaa"
"N002",3.5,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N007",3.5,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N008",3,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N015",1.9,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N020",4.3,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N026",2.7,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N032",2.6,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N037",2.1,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N039",1.9,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N042",2.2,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N046",3.6,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N049",2,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N050",1,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N054",1.9,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N056",2.4,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N060",4.9,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N067",2,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N069",2,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N074",1,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N077",1.5,"Japanese","Texture","D","Language","japanese_20_texture","nurunuru"
"N002",4.9,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N007",4,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N008",4.1,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N015",2.9,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N020",3.1,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N026",3.7,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N032",4.2,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N037",4,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N039",3.6,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N042",5,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N046",4.6,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N049",5,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N050",4.7,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N054",4,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N056",4.1,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N060",5,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N067",4.7,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N069",3,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N074",4.5,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N077",4.5,"Japanese","Motion","D","Language","japanese_24_motion","pyon pyon"
"N002",1.5,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N007",2,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N008",3.8,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N015",1.8,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N020",2.3,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N026",2.9,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N032",3,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N037",1.4,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N039",4.2,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N042",1.4,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N046",1.7,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N049",3.4,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N050",2,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N054",2.3,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N056",3.9,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N060",1.9,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N067",2,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N069",1,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N074",1.5,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N077",2,"Japanese","Shape","D","Language","japanese_37_shape","pocha-to"
"N002",1.9,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N007",2,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N008",4.1,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N015",3.3,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N020",2.7,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N026",2.7,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N032",2.8,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N037",1.7,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N039",1.9,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N042",1.8,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N046",1.6,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N049",4.3,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N050",1,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N054",2.7,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N056",3.8,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N060",2.1,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N067",4,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N069",3.5,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N074",2.4,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N077",4.5,"Japanese","Texture","D","Language","japanese_21_texture","zarazara"
"N002",5,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N007",4,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N008",3.9,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N015",1,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N020",4,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N026",4.4,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N032",1.3,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N037",4.1,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N039",2,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N042",5,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N046",4.5,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N049",4.6,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N050",5,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N054",3.7,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N056",4.8,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N060",5,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N067",4.7,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N069",3,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N074",3.6,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N077",5,"Japanese","Shape","D","Language","japanese_38_shape","pan pan"
"N002",3.7,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N007",4,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N008",3,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N015",1.6,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N020",3.5,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N026",2.3,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N032",3.6,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N037",3.7,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N039",2,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N042",1.6,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N046",3.4,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N049",4.1,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N050",3.8,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N054",4.2,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N056",3.9,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N060",4.9,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N067",2,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N069",4,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N074",2.8,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N077",3.5,"Japanese","Sound","D","Collabra","coll_berabera",NA
"N002",4.9,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N007",3.5,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N008",4.5,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N015",3.1,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N020",5,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N026",5,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N032",2.9,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N037",4.4,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N039",4.2,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N042",3.9,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N046",5,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N049",4,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N050",5,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N054",3.8,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N056",4.1,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N060",4.8,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N067",3.8,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N069",4.1,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N074",3.3,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N077",4,"Japanese","Texture","D","Collabra","coll_mushimushi",NA
"N002",2,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N007",1,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N008",4,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N015",1.5,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N020",1.3,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N026",2.8,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N032",3,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N037",2,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N039",1,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N042",2,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N046",2.3,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N049",1,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N050",1.5,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N054",2.3,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N056",3.8,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N060",1.2,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N067",2.9,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N069",3,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N074",2.3,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N077",3.5,"Japanese","Motion","D","Collabra","coll_hikuhiku",NA
"N002",4,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N007",3.5,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N008",4.5,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N015",1,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N020",4,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N026",2.6,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N032",2.5,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N037",1.6,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N039",1.9,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N042",5,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N046",1.5,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N049",2,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N050",4.1,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N054",2.9,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N056",4,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N060",3.1,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N067",2,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N069",2.5,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N074",1.2,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N077",3,"Japanese","Shape","D","Collabra","coll_bukubuku",NA
"N002",3.6,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N007",2,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N008",4.3,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N015",4.3,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N020",3.4,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N026",3.4,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N032",4,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N037",2.2,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N039",1.9,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N042",2,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N046",1.4,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N049",4.5,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N050",1,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N054",3.9,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N056",3.8,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N060",4.7,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N067",1.5,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N069",3.6,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N074",1.7,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N077",3.5,"Japanese","ColorVisual","D","Collabra","coll_ujauja",NA
"N002",1.5,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N007",2,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N008",4.5,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N015",1.1,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N020",4.1,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N026",4.3,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N032",2.9,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N037",2.6,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N039",1.9,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N042",1.4,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N046",3.8,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N049",4.5,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N050",1,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N054",2.3,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N056",4,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N060",5,"Japanese","Other","D","Collabra","coll_kechikechi",NA
"N067",3.1,"Japanese","Other","D","Collabra","coll_kechikechi",NA
