"","ideophone","meaning","language","category","meaning_NL","meaning_NL_opposite","study","filename","C_cumulative","F_redup","F_monosyllabic","F_redupmod","F_closedsyllable","F_vowelquality","F_voice","F_finallength","F_intonation","M_sound","M_distribution","M_irregular","M_weight","M_punctual","M_long","M_abrupt","F_notes_MD","M_notes_MD","F_notes_SP","M_notes_SP","C_modality","C_iterative","C_irregular","C_closure","C_punctual","C_long","C_weight_voice","C_weight_vowel","C_weight_tone","C_aspect","C_length","C_weight","C_magnitude","C_any1","C_atleast2","C_ternary","score","logodds","score_z","rating","rating_z"
"224","kebakeba","gaudy","Japanese","Other","schreeuwerig","verfijnd","Collabra","kebakeba",0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724137931034483,0.595178533333279,-0.0384158300851923,2.41,-0.640775431652224
"225","kechikechi","stingy","Japanese","Other","gierig","gul","Collabra","kechikechi",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724137931034483,0.595178533333279,-0.0384158300851923,2.99,0.0688254497987952
"226","kibikibi","energetic","Japanese","Motion","energiek","futloos","Collabra","kibikibi",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068965517241,1.08966198194611,0.934785198739729,3.39473684210526,0.564000656546375
"227","kirakira","bright, sparkling","Japanese","ColorVisual","fonkelend","dof","Collabra","kirakira",3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,"M_irregular: depends on construal",NA,NA,0,1,0,0,0,0,1,1,0,1,0,2,1,1,1,2,0.896551724137931,1.26214517662281,1.17808545594596,3.24444444444444,0.380125453347231
"228","korokoro","rolling","Japanese","Motion","rollend","zwevend","Collabra","korokoro",1,1,0,0,0,2,0,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.793103448275862,0.8172368220294,0.448184684327268,3.21666666666667,0.346140736802642
"229","mojimoji","reluctant","Japanese","Other","aarzelend","overtuigd","Collabra","mojimoji",0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551724137931034,0.130018583307083,-1.25491711611635,3.70555555555556,0.94427174798741
"230","morimori","swelling","Japanese","Shape","opzwellend","slinkend","Collabra","morimori",1,1,0,0,0,1,2,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.448275862068966,-0.130018583307083,-1.98481788773504,2.02105263157895,-1.11663301004814
"231","mushimushi","humid","Japanese","Texture","vochtig","droog","Collabra","mushimushi",0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931034482758621,1.4835398594013,1.4213857131522,4.165,1.50637895963491
"232","nikoniko","smiling","Japanese","Other","grijnzend","fronsend","Collabra","nikoniko",0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655172413793103,0.39932306734955,-0.52501634449766,2.23684210526316,-0.852625422575442
"233","sekaseka","hastily","Japanese","Motion","haastig","geduldig","Collabra","sekaseka",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758620689655172,0.701872595421959,0.204884427121035,3.62777777777778,0.84911454166256
"234","tsuyatsuya","shiny","Japanese","Other","glanzend","mat","Collabra","tsuyatsuya",1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.620689655172414,0.307292571201156,-0.768316601703887,2.55263157894737,-0.466272855542218
"235","ujauja","crowded","Japanese","ColorVisual","krioelend","onbezet","Collabra","ujauja",1,1,0,0,0,2,2,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.793103448275862,0.8172368220294,0.448184684327268,3.035,0.123880690601029
"236","ukiuki","cheerful","Japanese","Other","vrolijk","verdrietig","Collabra","ukiuki",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620689655172414,0.307292571201156,-0.768316601703887,4,1.30450974336005
"237","yoroyoro","unsteady/tottering","Japanese","Other","waggelend","bestendig","Collabra","yoroyoro",1,1,0,0,0,2,1,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.586206896551724,0.217798379927398,-1.01161685891012,3.10555555555556,0.210201870624286
"238","yurayura","wobbling","Japanese","Motion","wiebelend","stilzittend","Collabra","yurayura",1,1,0,0,0,2,1,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.793103448275862,0.8172368220294,0.448184684327268,3.25,0.386922396656148
"239","zukezuke","blunt","Japanese","Shape","kortaf","beleefd","Collabra","zukezuke",0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517241379310345,0.0432311911528176,-1.49821737332258,2.68888888888889,-0.29956887754455
